{'tl': 'RSL', 'sn': True, 'k': 16, 'tllr': 0.001, 'method': 'CDAN+E', 'gpu': '1', 'num_iterations': 75000, 'test_interval': 500, 'snapshot_interval': 5000, 'output_for_test': True, 'output_path': 'snapshot/san', 'out_file': <_io.TextIOWrapper name='snapshot/san/log_RSL_on_office-home_vs_office-home_with_True_16_0.001_CDAN+E.txt' mode='w' encoding='UTF-8'>, 'prep': {'test_10crop': True, 'params': {'resize_size': 256, 'crop_size': 224, 'alexnet': False}}, 'loss': {'trade_off': 1.0, 'random': False, 'random_dim': 1024}, 'network': {'name': <class 'network.ResNetFc'>, 'params': {'resnet_name': 'ResNet50', 'use_bottleneck': True, 'bottleneck_dim': 256, 'new_cls': True, 'class_num': 65}}, 'optimizer': {'type': <class 'torch.optim.sgd.SGD'>, 'optim_params': {'lr': 0.001, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True}, 'lr_type': 'inv', 'lr_param': {'lr': 0.001, 'gamma': 0.001, 'power': 0.75}}, 'dataset': 'office-home', 'data': {'source': {'list_path': 'data/office-home/Art.txt', 'batch_size': 36}, 'target': {'list_path': 'data/office-home/Real_World.txt', 'batch_size': 36}, 'test': {'list_path': 'data/office-home/Real_World.txt', 'batch_size': 4}}, 'num_loader': 8}iter: 00001, precision: 0.02456, a_distance: 0.05556, rsl: 2.75217, classifier_loss: 4.39267,  discriminator_loss: 0.69244,
iter: 00499, precision: 0.72389, a_distance: 0.44444, rsl: 6.07554, classifier_loss: 0.40368,  discriminator_loss: 0.66895,
iter: 00999, precision: 0.73789, a_distance: 1.11111, rsl: 7.29675, classifier_loss: 0.29469,  discriminator_loss: 0.54612,
iter: 01499, precision: 0.74593, a_distance: 1.22222, rsl: 6.62340, classifier_loss: 0.30494,  discriminator_loss: 0.54689,
iter: 01999, precision: 0.75373, a_distance: 1.33333, rsl: 6.16015, classifier_loss: 0.13451,  discriminator_loss: 0.53341,
iter: 02499, precision: 0.76199, a_distance: 0.88889, rsl: 5.45199, classifier_loss: 0.13205,  discriminator_loss: 0.59216,
iter: 02999, precision: 0.75763, a_distance: 0.77778, rsl: 7.40293, classifier_loss: 0.16587,  discriminator_loss: 0.65908,
iter: 03499, precision: 0.76268, a_distance: 1.05556, rsl: 7.25550, classifier_loss: 0.14860,  discriminator_loss: 0.58560,
iter: 03999, precision: 0.76337, a_distance: 0.33333, rsl: 6.71020, classifier_loss: 0.03178,  discriminator_loss: 0.69350,
iter: 04499, precision: 0.76268, a_distance: 0.44444, rsl: 6.59965, classifier_loss: 0.04230,  discriminator_loss: 0.62377,
iter: 04999, precision: 0.77370, a_distance: 0.38889, rsl: 6.33298, classifier_loss: 0.11530,  discriminator_loss: 0.68001,
iter: 05499, precision: 0.77416, a_distance: 0.66667, rsl: 5.92902, classifier_loss: 0.36597,  discriminator_loss: 0.64334,
iter: 05999, precision: 0.76176, a_distance: 0.61111, rsl: 5.80977, classifier_loss: 0.27633,  discriminator_loss: 0.66822,
iter: 06499, precision: 0.77370, a_distance: 0.33333, rsl: 5.89316, classifier_loss: 0.19117,  discriminator_loss: 0.65170,
iter: 06999, precision: 0.77462, a_distance: 0.77778, rsl: 6.12572, classifier_loss: 0.09027,  discriminator_loss: 0.65696,
iter: 07499, precision: 0.77071, a_distance: 0.72222, rsl: 5.07070, classifier_loss: 0.19395,  discriminator_loss: 0.67700,
iter: 07999, precision: 0.77186, a_distance: 0.44444, rsl: 6.55503, classifier_loss: 0.01582,  discriminator_loss: 0.65966,
iter: 08499, precision: 0.77186, a_distance: 0.66667, rsl: 5.73638, classifier_loss: 0.15547,  discriminator_loss: 0.62399,
iter: 08999, precision: 0.77439, a_distance: 0.50000, rsl: 6.21779, classifier_loss: 0.03940,  discriminator_loss: 0.66350,
iter: 09499, precision: 0.77416, a_distance: 0.77778, rsl: 6.73353, classifier_loss: 0.02577,  discriminator_loss: 0.58908,
iter: 09999, precision: 0.77324, a_distance: 0.55556, rsl: 6.49168, classifier_loss: 0.02148,  discriminator_loss: 0.62590,
iter: 10499, precision: 0.77232, a_distance: 0.72222, rsl: 5.29290, classifier_loss: 0.10306,  discriminator_loss: 0.66726,
iter: 10999, precision: 0.77324, a_distance: 0.94444, rsl: 4.76103, classifier_loss: 0.06089,  discriminator_loss: 0.67244,
iter: 11499, precision: 0.77416, a_distance: 0.44444, rsl: 6.91625, classifier_loss: 0.02658,  discriminator_loss: 0.63949,
iter: 11999, precision: 0.77416, a_distance: 0.61111, rsl: 5.62991, classifier_loss: 0.05946,  discriminator_loss: 0.62847,
iter: 12499, precision: 0.77416, a_distance: 0.33333, rsl: 5.93042, classifier_loss: 0.27315,  discriminator_loss: 0.64952,
iter: 12999, precision: 0.77416, a_distance: 0.66667, rsl: 5.18818, classifier_loss: 0.15921,  discriminator_loss: 0.63433,
iter: 13499, precision: 0.77416, a_distance: 0.44444, rsl: 6.10649, classifier_loss: 0.11423,  discriminator_loss: 0.67209,
iter: 13999, precision: 0.77668, a_distance: 0.61111, rsl: 5.53704, classifier_loss: 0.16320,  discriminator_loss: 0.67444,
iter: 14499, precision: 0.77576, a_distance: 0.50000, rsl: 5.30701, classifier_loss: 0.05233,  discriminator_loss: 0.63526,
iter: 14999, precision: 0.77760, a_distance: 0.33333, rsl: 6.37765, classifier_loss: 0.01288,  discriminator_loss: 0.66234,
iter: 15499, precision: 0.77439, a_distance: 0.61111, rsl: 7.30342, classifier_loss: 0.12416,  discriminator_loss: 0.61637,
iter: 15999, precision: 0.77485, a_distance: 0.61111, rsl: 5.33917, classifier_loss: 0.00611,  discriminator_loss: 0.63404,
iter: 16499, precision: 0.77416, a_distance: 0.88889, rsl: 6.77149, classifier_loss: 0.02373,  discriminator_loss: 0.57780,
iter: 16999, precision: 0.77829, a_distance: 0.38889, rsl: 5.19019, classifier_loss: 0.25337,  discriminator_loss: 0.66282,
iter: 17499, precision: 0.77209, a_distance: 0.38889, rsl: 5.79854, classifier_loss: 0.04295,  discriminator_loss: 0.62977,
iter: 17999, precision: 0.77439, a_distance: 0.22222, rsl: 5.79843, classifier_loss: 0.05675,  discriminator_loss: 0.68634,
iter: 18499, precision: 0.77416, a_distance: 0.83333, rsl: 6.55995, classifier_loss: 0.00566,  discriminator_loss: 0.60345,
iter: 18999, precision: 0.77393, a_distance: 0.55556, rsl: 5.16898, classifier_loss: 0.04669,  discriminator_loss: 0.64068,
